# x0 (bohr), y0, z0, x1, y1, z1, x2, y2, z2, x3, y3, z3, V (hartree)
-2.940481029486418652e-01,1.271714129014695459e-02,-4.139926024796178439e+00,3.270977178996052337e-01,-1.999184178007624296e-02,-1.095164322794014433e+00,-2.212143341465532542e-01,9.539427110573830415e-01,2.537553395045024196e+00,1.881648550339092285e-01,-9.466680534035701866e-01,2.697536816437218654e+00,-1.883279055999997897e-01
-5.941369767373751859e-02,-5.701639194338278642e-03,-2.739045426565623220e+00,1.199646066054206539e+00,-1.046639594665219747e-01,-5.347648012609219847e+00,-5.791308449739869246e-01,1.005634314857057676e+00,4.233808657130195385e+00,-5.611013683683815367e-01,-8.952687490976520834e-01,3.852884651342211253e+00,-2.058133609999999170e-01
3.050025799838513407e+00,-2.537489118453984949e-01,-6.956043759347589450e+00,-5.196034008592310682e-01,1.882463335873569774e-02,-5.319560638717302226e+00,-1.090822108735553186e+00,8.979142674101368016e-01,6.540205170576284033e+00,-1.439600112108180063e+00,-6.629900159403474547e-01,5.735399086486726361e+00,-1.722740048999999996e-01
1.015969270077974745e-01,-3.966569279803627834e-02,-8.783214077475225423e+00,3.818737792080343141e+00,-3.196939870713146337e-01,-7.681313590584773365e+00,-1.674777823493308837e+00,6.825271497291404144e-01,8.726585759302718515e+00,-2.245556688411940449e+00,-3.231674944814624806e-01,7.737941755289374335e+00,-1.896179637999997336e-01
2.292231745893467953e-02,-3.416792683587295265e-01,-4.135843053363037036e+00,-2.295514539310198818e-02,3.419559201279297467e-01,-4.768478503050241457e+00,-6.554093556380131691e-01,1.174218638280247973e+00,4.812287929283534993e+00,6.554422285367457190e-01,-1.174495284480592927e+00,4.092033648811851165e+00,-1.672433642999997527e-01
-1.399721873186166865e-01,5.172651006995194756e-01,-1.006715195954803121e+01,1.399612037258270159e-01,-5.172773780974386781e-01,-7.125911149525465227e+00,2.612165756213646328e-01,-3.682319844883790716e-01,9.713269319483833542e+00,-2.612056663508305343e-01,3.682442767692786778e-01,7.479793822240754508e+00,-1.498158025999998255e-01
2.255891432536516125e-02,6.771604892841721623e-01,-5.431300756742613700e+00,-2.231513538684603420e-02,-6.774006890936183911e-01,-2.320203384918179346e+00,4.176321442876650969e-01,-2.998645819679596758e-01,3.993032840750299073e+00,-4.178760250824579692e-01,3.001048145537111855e-01,3.758471336571973964e+00,-1.738502391999998675e-01
8.095502993777368983e-02,6.085720982553217695e-01,-2.251870914356365994e+00,2.656643324302576104e-01,-1.877830599050048566e+00,-4.285321174213979845e+00,-3.243375581946563724e-01,5.111656672862608941e-01,2.419967731396183819e+00,-2.228193303020844021e-02,7.580928920060735487e-01,4.117224400696334108e+00,-2.024975056000000162e-01
7.531764141511629873e-01,-2.566567012626558952e+00,-9.119163207375668989e+00,4.056090215701690371e-01,-1.618231949850237106e+00,-6.034994699361735826e+00,-5.077439112050147196e-01,2.327205685250326894e+00,8.731789766032271416e+00,-6.510416933513979432e-01,1.857593360868341037e+00,6.422368190901256213e+00,-1.478505390000000030e-01
1.903829487618838301e-01,-3.740238385955153150e-03,-6.680181123982131375e+00,-1.903939110291567871e-01,3.751745250408138142e-03,-7.755968602332153239e+00,5.998589348874159288e-01,-3.687891974665775674e-01,7.047902756985143569e+00,-5.998479494138124757e-01,3.687776708061961672e-01,7.388246904084173394e+00,-3.279540348000000716e-01
5.671467910591130313e-01,5.352777525857649495e-03,-1.793426963915304206e+00,-5.806245217640375600e-01,-1.009640557975225068e-03,-2.583393240447171557e+00,1.569339800880886315e+00,-5.563224393936321288e-01,1.816827345851355080e+00,-1.555862048444851542e+00,5.519792761736234121e-01,2.559992770571532184e+00,-2.036857070999997799e-01
6.148173464918939013e-01,3.405628546679373980e-01,-5.388903533674287871e+00,-8.950746840449177455e-01,-1.147300986581388654e-01,-4.623316333200182093e+00,5.862352216212288747e-01,-2.166782333130687355e-01,5.074798112883054380e+00,-3.059778645145501130e-01,-9.154559188406821008e-03,4.937421638283724157e+00,-2.507780111999997619e-01
-3.270673004759801494e-01,4.748390887506833691e-01,-1.035078891687909497e+01,-1.739042595974426564e-01,-1.262593577300019990e-02,-8.618155242741439181e+00,1.932841950581499990e+00,-4.725089241949448349e-01,9.936590156485261005e+00,-1.431870374884722352e+00,1.029571716431146311e-02,9.032353854411795169e+00,-1.841653902999997872e-01
-3.580435825833571117e-01,-4.042212847033227301e-05,-6.842736210675241182e+00,3.578899253896188903e-01,7.036119760479038596e-05,-5.760832443920598678e+00,-5.664035680372948578e-01,2.516435114733019951e-01,6.351004245805808246e+00,5.665573000459922515e-01,-2.516734213426473632e-01,6.252564430994537403e+00,-3.378375162999998071e-01
-6.763484072920893375e-01,-2.841519412084921991e-03,-3.202149191765331082e+00,6.682883451990841994e-01,7.684436908002175402e-03,-1.096028895854476604e+00,-1.375944152604558379e+00,7.902526000797309713e-01,2.324784840058661484e+00,1.384004305364468390e+00,-7.950954501777077743e-01,1.973393278606120349e+00,-1.304244431000001203e-01
-7.383236193279866244e-01,-2.910968486118709758e-02,-4.269404119458573454e+00,1.053062413233903927e+00,3.009352063527488408e-01,-5.860539061696908192e+00,-1.159544917972044509e+00,7.374355302430444237e-01,4.387027705449231263e+00,8.448062378740255340e-01,-1.009260943536438804e+00,5.742915510839369020e+00,-1.576581338999998305e-01
7.759255626481023072e-01,3.290321169188884509e-01,-9.133682920984156794e+00,-4.736025056035855774e-02,2.665351112629292252e-01,-9.514376383369503642e+00,-4.149718600406807067e-01,-7.881387966442188198e-02,8.821976853349315917e+00,-3.135933166224048607e-01,-5.167531923333772426e-01,9.826082498440047885e+00,-2.331604346000000216e-01
3.569589326297321064e-01,5.712244605878782217e-02,-1.011396690595582726e+01,-3.570260306834903141e-01,-5.711532285248845792e-02,-9.715399189382653233e+00,9.348993118679779432e-03,1.031425578468729176e+00,1.098425313402763415e+01,-9.282006882759451238e-03,-1.031432623036050877e+00,8.845113056354422909e+00,-9.380613930000003542e-02
1.067563070778890788e+00,1.481699701197542740e-01,-8.296783597518187392e+00,-1.067722146295901897e+00,-1.481706506097067721e-01,-7.626815314113247091e+00,1.271798037937039993e-01,3.352650176412905192e-01,8.184600482606862570e+00,-1.270208668174087896e-01,-3.352642692037320904e-01,7.738998539342992977e+00,-1.621180442999998750e-01
1.558726611698890707e+00,1.889543090364616262e-01,-6.193247167207933224e+00,-1.559094528800000434e+00,-1.890223843821690064e-01,-5.824608921249936344e+00,8.114548499178322327e-01,1.159839365823088553e+00,6.405800529939499555e+00,-8.110870978407932474e-01,-1.159771243270157237e+00,5.612055687100204082e+00,-1.077866524999999687e-01
1.700772562357601991e+00,1.758234633587219820e-01,-3.941763989412649494e+00,-1.701710664826137753e+00,-1.761865359009559262e-01,-4.170836978887440871e+00,1.047265730358774904e+00,9.392910435149439685e-01,3.985885281349442089e+00,-1.046327824416711572e+00,-9.389279437492064062e-01,4.126715830121428397e+00,-1.032601435999997985e-01
1.558827363239482455e+00,1.010650060751034501e-01,-2.115382694448070033e+00,-1.552065852888187436e+00,-1.174301754328086755e-01,-2.678160432556519144e+00,4.168314204349890528e-01,2.649800704719108557e-01,2.270264290962976883e+00,-4.235931602305293420e-01,-2.486148863948289822e-01,2.523278999391972199e+00,-1.723798399999998399e-01
1.019256698666823002e+00,-1.812222018345359120e-01,-4.037606094420893577e+00,-9.583663247118102690e-01,-4.393018383279139599e-03,-3.369283857706272922e+00,1.286668317647827742e+00,8.074418014462997339e-01,4.098512554348966219e+00,-1.347558949381304050e+00,-6.218265602217376564e-01,3.308377577960281091e+00,-1.794516700999999603e-01
3.688510223902927709e-01,-3.283556049809729371e-01,-6.001183531127524340e+00,-2.590263222893763873e-01,-4.869578952645839398e-02,-5.158863856051448593e+00,6.449671621224979390e-01,5.392971416204768165e-01,6.477913663668532607e+00,-7.547921546398561610e-01,-1.622457058886040693e-01,4.682133904204145658e+00,-2.484023505999999326e-01
1.454159845841004883e-01,-7.430736076538104751e-01,-8.741923337229902558e+00,1.372549077540091873e-02,1.754820433586643247e-01,-6.167259229932824383e+00,1.261154612514919227e-01,3.611844792198049547e-01,8.466521304985912266e+00,-2.852572711504467451e-01,2.064071483792044304e-01,6.442661440213939272e+00,-2.053182621999998236e-01
-6.945293903315075124e-01,-9.057730071203322630e-01,-1.071041030352282242e+01,9.031206903997832658e-01,1.480997018834126211e-01,-7.948173188631832531e+00,-6.002856599951297278e-01,6.071220425516891950e-02,1.078999552269959850e+01,3.916939799981929426e-01,6.969611981995439409e-01,7.868588131351664572e+00,-8.532824940000005576e-02
-7.134014212562442836e-01,3.809930927327114802e-01,-6.789448167132011491e+00,7.134957791795064619e-01,-3.810365849809488892e-01,-5.726943579042020893e+00,-1.883281400315852117e-01,1.574167171017706035e-01,6.726007487467435375e+00,1.882337374131830277e-01,-1.573731743391110494e-01,5.790384290086646679e+00,-2.810005676999998148e-01
-4.697506883547687973e-01,2.839075406641204946e-01,-2.366358947938635104e+00,4.750052755594795229e-01,-2.863295905661421559e-01,-1.828098696887281438e+00,-3.930158409624522897e-01,3.031764143853934446e-01,2.414438435078633649e+00,3.877612000860147790e-01,-3.007542987974747839e-01,1.780019249995083763e+00,-3.216639953000000052e-01
-2.593693662807334266e-01,1.845256164180657799e-01,-3.915911442049566205e+00,4.392633174647743721e-01,-2.169392884866626903e-01,-5.895393418336238867e+00,-3.267864782079646924e-01,2.236484919847508412e-01,4.272802651007740593e+00,1.468924644790467471e-01,-1.912347384980836451e-01,5.538502264895354799e+00,-2.978209883000000335e-01
6.374192207524768117e-01,-3.056640543549312139e-01,-8.846994977777242752e+00,-2.551325822739110016e-01,2.389888713064830528e-01,-9.010059607270225257e+00,4.908096755372675091e-01,-4.997880845748478018e-01,8.759741673632543524e+00,-8.730963716777295769e-01,5.664633578002145065e-01,9.097312977612700635e+00,-2.953563201000000138e-01
-4.512844125387243110e-01,6.238047231083299754e-02,-9.122588058339989203e+00,4.512716386900803012e-01,-6.237578495100581932e-02,-7.817858584411417233e+00,3.547249659422274659e-01,-1.727484254152496623e+00,8.397710984876509244e+00,-3.547121994915480858e-01,1.727479497151906518e+00,8.542735691813396315e+00,-1.979870103000000991e-01
-3.227111171277154966e-01,6.641875503266275738e-02,-4.334823007352415658e+00,3.222301221685786587e-01,-6.619230809744011679e-02,-3.100588169183215559e+00,8.552224022623010624e-01,-1.541125317413278406e+00,3.819148431422942469e+00,-8.547414205367381834e-01,1.540898767418639848e+00,3.616262798011451451e+00,-2.033448235999999465e-01
-3.706155834423462414e-01,3.369170829341559120e-02,-4.279249665183561646e+00,5.264734927782728224e-01,-1.256534499265095917e-01,-3.118866355239708454e+00,1.182995597836586033e+00,-1.188314487239113815e+00,3.717189216652009964e+00,-1.338853529970597922e+00,1.280276098055536549e+00,3.680926877829529875e+00,-2.025156265000001010e-01
-3.591539164526785788e-01,-6.273292954545019173e-02,-8.740505949073501313e+00,8.126574592017968834e-01,-1.801482803511147701e-01,-8.155916380811699895e+00,1.299245581266068372e+00,-7.270564096561370482e-01,8.396145881973616554e+00,-1.752749156034823175e+00,9.699374583276985096e-01,8.500276525823991847e+00,-2.030530761000000073e-01
1.884285669389490048e+00,-1.945697388105630532e-01,-8.093053294746715309e+00,-1.884284714119994320e+00,1.945591037425044301e-01,-8.187951034942198447e+00,-5.390243806726480180e-01,-4.330042999997032460e-01,8.736464518851123628e+00,5.390234036149545993e-01,4.330148432713768480e-01,7.544539761779623710e+00,-1.734126709000001210e-01
5.002926715016156045e-01,-1.942800112983168459e-01,-4.093354454518313368e+00,-4.997290019860453070e-01,1.944981734430981657e-01,-2.518089760565709767e+00,-4.920658709502823691e-01,-1.875605111210854326e-01,4.018970197033149283e+00,4.915021686449074778e-01,1.873422083448666731e-01,2.592473952247999591e+00,-3.013918300999998134e-01
-5.325965937569764330e-01,1.002665072210084107e-01,-1.685378642558839291e+00,-1.587409553325149991e+00,7.796151699972559967e-01,-4.814231582411326649e+00,3.571284081515071485e-01,-3.596436788020763164e-01,3.520364381366509754e+00,1.762877691372197519e+00,-5.202381929017272366e-01,2.979245752721805029e+00,-2.077977732000000355e-01
-3.011201647240934864e+00,1.318399073954816147e+00,-7.614762118824740078e+00,-2.764814368414932222e+00,1.108580213361432421e+00,-4.730105348976590740e+00,2.395468214868978318e+00,-1.021985035051385493e+00,5.825379522150612388e+00,3.380547732607926292e+00,-1.404994513636614872e+00,6.519487836026314653e+00,-2.316702634000000760e-01
-8.653099337330310004e-01,3.609414886663189770e-01,-5.427650628326965432e+00,8.652018794079679997e-01,-3.609567949074545812e-01,-4.080726628659728128e+00,-8.565544303648536806e-01,-7.535937098915141963e-01,4.166415406049362780e+00,8.566625294449057293e-01,7.536090687864784865e-01,5.341961825896498262e+00,-1.972209510000000332e-01
-1.347316656655515310e-01,3.732424849700906044e-01,-2.993479036521421222e+00,9.013163797509172737e-01,-3.605096996107703955e-01,-3.295572619037121509e+00,-8.796646294013289458e-01,-5.514693354930210178e-01,3.377177323236781437e+00,1.130799917530439097e-01,5.387366340994973468e-01,2.911874309806772754e+00,-3.408422192000000184e-01
1.834573251552726880e+00,-3.068955175230854704e-01,-8.245333337666341578e+00,1.014391372222345211e+00,2.508239245481839741e-01,-8.211885911896823487e+00,-1.426605808971293188e+00,-3.097988780460941838e-01,9.587382802999053766e+00,-1.422358705334584750e+00,3.658705787483884087e-01,6.869836419008277240e+00,-1.894568975999997296e-01
-1.468944440595211232e+00,-7.311694012928592334e-01,-7.544183570282975815e+00,1.468929884032853295e+00,7.311702806450740555e-01,-8.365562789522185128e+00,-4.757379535898016709e-02,6.006527453742119965e-02,8.778886341031208573e+00,4.758839807263159222e-02,-6.006611108342137934e-02,7.130860059179503274e+00,-2.005084658999998215e-01
-1.187819730578863142e+00,-7.449996892678093507e-01,-2.223651462184367489e+00,1.187834836297397612e+00,7.443407638622829836e-01,-3.923168240040921795e+00,-2.609710737367789135e-01,2.233799263120561651e-01,3.582020233449774160e+00,2.609560253399203500e-01,-2.227209481873973496e-01,2.564799532126101678e+00,-2.069970570999999371e-01
-4.826452513953906620e-01,-2.074262475748158974e-01,-5.529972067596917285e+00,-1.257469829168045283e+00,-6.593941935138604160e-01,-2.704967113629880071e+00,2.507121615490044420e-01,7.924941849239266478e-01,3.970270148105680796e+00,1.489402972950157444e+00,7.432632407172018452e-02,4.264669118398765058e+00,-2.314457709999999668e-01
-2.829398254280515168e+00,-1.453193056344531886e+00,-7.363475130723127648e+00,-1.708973662624760692e+00,-7.792546722509113843e-01,-1.018166078280948916e+01,2.359917805169020610e+00,9.786617583207739557e-01,7.928738244013627146e+00,2.178454149624082348e+00,1.253786051932365142e+00,9.616397777148295134e+00,-2.102555715000000713e-01
-1.682376469767011606e+00,2.929120795590496248e-02,-9.181743803900451084e+00,1.682375638784325833e+00,-2.928643441752471627e-02,-8.542135418517538881e+00,9.495439518690595992e-01,5.429567726454922472e-01,8.697706044044725360e+00,-9.495431486518042252e-01,-5.429616605061444723e-01,9.026173236897827579e+00,-1.526160789999997380e-01
5.289342159052535797e-01,3.098342247414132347e-02,-4.260571620397976211e+00,-5.289603962238658141e-01,-3.101639748230369462e-02,-7.255519600986787054e+00,7.813761517438496673e-01,5.238713945834370111e-01,4.803607008664182665e+00,-7.813500082870864505e-01,-5.238385697004885877e-01,6.712484275425812719e+00,-1.252739169000001151e-01
7.189738971572693371e-01,-4.284614371529783111e-02,-3.549930537810036313e+00,-7.311378029849067151e-01,4.296865160860581512e-02,-1.833413141485442654e+00,1.152513914444419363e-01,1.914948426672698212e-01,1.267984447605908782e+00,-1.030875431918288343e-01,-1.916175365540587761e-01,4.115359301373491263e+00,-1.769065459999998868e-01
-2.485851266290756978e-01,3.188645114316820701e-03,-1.070676322574793815e+01,2.485857416372365680e-01,-3.186765421883485435e-03,-9.183435594465636953e+00,-6.065531051356857217e-01,8.050317693229991356e-01,1.060507568645647325e+01,6.065524889298984368e-01,-8.050336185336454120e-01,9.285123109451031809e+00,-2.678865564999999282e-01
-2.648577566236324232e-01,4.186117177463245104e-03,-4.904823726056912747e+00,2.647388313215046085e-01,-4.115361442569367111e-03,-3.300888255210120192e+00,-5.365841110856111040e-01,9.899990217236576129e-01,3.728355310135064826e+00,5.367030463604871571e-01,-9.900697433077322307e-01,4.477356640500337548e+00,-2.659172047999998068e-01
-1.494143138691432782e-01,-1.828726434540008938e-01,-4.180331311994626375e+00,8.580337555403385608e-01,-8.150424503756130701e-01,-3.839714933700938193e+00,-7.964965107535513233e-01,1.317229907972975900e+00,4.753748429801684772e+00,8.787709456951950382e-02,-3.193147790126879548e-01,3.266297771337332456e+00,-2.698941837999997428e-01
1.174879695428615589e+00,-1.440329763350566727e+00,-8.911027468607352731e+00,9.409631296611833395e-01,-1.513144830299405053e+00,-1.009753370608941481e+01,-5.345237043028188140e-01,4.059041810649776094e-01,9.614821622549424518e+00,-1.581319078811000090e+00,2.547570452163140597e+00,9.393739492593489615e+00,-2.664178875000000613e-01
6.854469428268606945e-01,2.293808430892597117e-01,-6.844008587930552778e+00,-6.854352563515693220e-01,-2.293766953701469324e-01,-7.696385841085435331e+00,-1.755365013077824499e-01,4.929493072487545757e-01,8.018254732934410711e+00,1.755248376578472103e-01,-4.929535619847444372e-01,6.522139638866076616e+00,-3.145482116999998023e-01
6.165809581943205719e-01,-2.290644631738993769e-02,-2.259129037256304429e+00,-6.134273174892753699e-01,2.270010028581784939e-02,-2.237781586660496203e+00,-4.940022501809424038e-01,2.998929860965981326e-02,2.472012108286289589e+00,4.908486339670674603e-01,-2.978309930646931905e-02,2.024898426961569076e+00,-3.087731421999999615e-01
3.343244335073506934e-01,-2.247615249401524462e-01,-5.657878035172147158e+00,-5.082698574293803562e-01,2.327201355062901988e-01,-5.132450735937230668e+00,-5.156332320753427290e-01,-5.162766094360750069e-01,4.619306993937566830e+00,6.895786734064023316e-01,5.083178110582480258e-01,6.171021648687974981e+00,-2.643925860999998267e-01
1.485571611155567906e+00,-3.167961710179945656e-01,-8.610484872451806382e+00,-1.485549170690214416e+00,3.168041016875359217e-01,-9.112148349950388138e+00,-4.459696248962080611e-01,-8.462511572223435641e-02,9.745593015204354614e+00,4.459473081814717133e-01,8.461712921181110958e-02,7.977040208096007667e+00,-1.901219017999997707e-01
1.464932835461503879e+00,-2.345488655743407369e-01,-5.452753475362049684e+00,-1.464648073041904031e+00,2.345314710615161724e-01,-6.948086604412042178e+00,-4.181151681079602889e-01,2.587118441471396579e-01,7.029282594445520616e+00,4.178305433420525516e-01,-2.586945206575232969e-01,5.371557511991510658e+00,-1.825879071000000575e-01
7.993459185208416917e-01,-6.824833661952578456e-02,-2.764502259393680550e+00,-7.967607502438931455e-01,6.781520289603101825e-02,-4.312121307632540201e+00,-2.164731636006064219e-01,3.784149165260368708e-01,3.982397147861972186e+00,2.138881340660528096e-01,-3.779818758126516354e-01,3.094226476066655351e+00,-2.840183792999997348e-01
1.101055796577449453e+00,1.789085361295191245e-01,-2.937679428003418636e+00,-6.006212059053273045e-01,-5.617487442024388100e-02,-2.430560816389248924e+00,-3.640540182658209001e-01,1.027661325475430099e+00,2.849542466749301894e+00,-1.363804444097273527e-01,-1.150395091626476018e+00,2.518697870468416866e+00,-2.718492774000000889e-01
-1.506628163784504149e-01,2.527403078714867135e-01,-5.875089802339878986e+00,1.832308492477874529e+00,1.865879062275548617e-01,-3.569935359141608977e+00,-6.853625808570016353e-01,5.910477900839054832e-02,4.289333761581100468e+00,-9.962829714919305690e-01,-4.984330968306208143e-01,5.155691526437946592e+00,-1.971165489999997522e-01
6.176395989291182387e-01,1.429068042841127872e-01,-5.349465082958334783e+00,2.250781805923683709e+00,6.108487633914141401e-01,-8.305852231855867629e+00,-1.126046527226082006e+00,-1.035584732161968224e+00,6.105302537044368982e+00,-1.742374753996018377e+00,2.818290571976724834e-01,7.550014925526680187e+00,-1.678518338999996917e-01
3.602970634525204385e+00,6.530606949700088482e-01,-8.680304223723759094e+00,4.517691816612786626e-01,4.153094938160248883e-01,-9.183656857776439253e+00,-2.089742988516223754e+00,-1.411427797812452756e+00,9.193017303873986634e+00,-1.964996696668861897e+00,3.430575017703167973e-01,8.670943944348678656e+00,-1.964165993999997806e-01
-1.836498185140721162e+00,-4.015035626020633380e-02,-7.603699270287789247e+00,1.316452846789999631e+00,2.920824393576394035e-02,-7.460098101209710286e+00,-2.702235524186084037e-01,2.558519488199479941e-01,7.338563365611259215e+00,7.902688756086064803e-01,-2.449099065934785824e-01,7.725234030943469499e+00,-2.140798141999999959e-01
-1.099741284253431983e+00,-2.645511884050033222e-02,-4.122699387898827617e+00,4.926143754290871479e-01,1.379129665759240737e-02,-4.290748489299776480e+00,-1.201019600905273599e+00,7.474930838117699317e-01,4.028659569874500690e+00,1.808146491471422035e+00,-7.348293301536272804e-01,4.384788342484798207e+00,-2.040207227999999429e-01
-2.073782304868592608e+00,-1.946544741589549543e-01,-1.848362859391198487e+00,9.882793128379178116e-01,1.323755390909063800e-01,-2.534280480225993948e+00,-8.914398218796867335e-01,9.405256710518173913e-01,2.674152959075140945e+00,1.976942785962434890e+00,-8.782468070670689242e-01,1.708490421244430069e+00,-7.269764899999997532e-02
-2.288788412299207931e+00,-4.695270813228119566e-01,-5.048056209321246435e+00,-1.321132735322108509e+00,2.505415444529117686e-01,-5.581211064265985122e+00,1.268261770123594534e+00,1.142232199173729867e+00,6.196671154203922782e+00,2.341659326833407828e+00,-9.232467323147519611e-01,4.432596153700304242e+00,-2.332667751999999428e-01
-3.643580967726564701e+00,-1.495142058845956967e+00,-7.734959387291567623e+00,-2.529258773950287864e+00,1.118641884104516038e+00,-9.279453707249906813e+00,3.220939765463842530e+00,6.560135668873658954e-01,9.021904258908106655e+00,2.951899908999966016e+00,-2.795134552924266602e-01,7.992508847381000869e+00,-2.164601671999999422e-01
-1.467319690848538360e-01,-6.887907514725107871e-01,-9.934533509508105098e+00,3.689791547271975003e-01,-1.195112944474912599e-02,-9.205812706974180415e+00,7.360830814159992075e-01,-7.536847913860371673e-01,8.229128763719167239e+00,-9.583302249462202216e-01,1.454426648049067516e+00,1.091121743229230745e+01,-1.712262587999997532e-01
-1.261598485404887282e-01,-9.713070581899826417e-01,-3.934854052786467715e+00,4.222908813140191508e-01,3.733470647794674691e-02,-3.271725262506232745e+00,7.454244559505531775e-01,-8.500464449625204644e-01,2.589173302468392723e+00,-1.041555427510191700e+00,1.784018763503612437e+00,4.617405989811295797e+00,-1.937729405999999432e-01
-6.958682243652054566e-01,-2.178863667966791429e+00,-4.769837679129614649e+00,2.263716281349212878e-01,-9.591696239412180747e-01,-4.116121381500443377e+00,-2.643650391882713113e-01,1.895798707960732354e+00,2.868058110401067395e+00,7.338617261533753044e-01,1.242234532599955532e+00,6.017900920623701744e+00,-2.007124314999997328e-01
1.743134534089921583e+00,-2.433486396298192023e-01,-5.221458076076543442e+00,-1.742994060224915431e+00,2.433424715596119170e-01,-4.652583516108193429e+00,6.673537006545103845e-01,1.251322628896858746e-01,4.745607245906617422e+00,-6.674941303469805742e-01,-1.251260639185522994e-01,5.128434294119769810e+00,-2.019150401000000539e-01
1.061927520028928207e+00,-1.566085445726534409e-01,-2.891548199948683173e+00,-7.796968130828042520e-01,7.929022180458444868e-02,-2.952960658880675382e+00,5.742824029081852188e-01,4.721715338423206898e-01,2.844412439065650666e+00,-8.565130458124248225e-01,-3.948531517410901470e-01,3.000096339793726585e+00,-3.116778029000000227e-01
1.252881883904785942e+00,-5.490527487805941798e-01,-9.697466958828986350e+00,4.651998565430939814e-02,2.080367899210881499e-01,-6.313089515229640014e+00,-4.976377820292151588e-01,7.277605902984930486e-01,8.272333262714605340e+00,-8.017639967051982675e-01,-3.867445509898654321e-01,7.738223099550429751e+00,-1.944565788999998990e-01
-1.724507452981930977e-01,3.920764462547717821e-01,-7.436472400886832368e+00,1.724563612155108339e-01,-3.921343057130851073e-01,-9.353100904818836270e+00,2.674612873782126754e-01,1.035343350490429915e+00,8.136443626712228649e+00,-2.674667375388021795e-01,-1.035285624600501997e+00,8.653129679145830977e+00,-2.474151214999997794e-01
-3.625150097946712169e-01,2.010695706205841149e-01,-5.862901311047536090e+00,3.625357955813601762e-01,-2.013962236826000451e-01,-6.683095635708986570e+00,1.962331278082651842e-01,9.432601496738761693e-01,6.330084979164720238e+00,-1.962537435975973410e-01,-9.429336625428086371e-01,6.215911956045806264e+00,-3.022159831999997603e-01
-6.779428051784655018e-01,1.607054328415946087e-01,-3.930811621632835706e+00,6.786545537795476424e-01,-1.619537890282725101e-01,-4.369825354497879566e+00,7.080633937060061556e-02,4.666734497174052643e-01,4.337385267485470486e+00,-7.151792818660826501e-02,-4.654252922597392206e-01,3.963251687322499883e+00,-2.990417883000000554e-01
-1.103965435439772769e+00,5.757581808928076417e-02,-2.432268620438065465e+00,1.109330243915688241e+00,-6.092262048717288214e-02,-2.142440338066312844e+00,5.953923973533060271e-02,8.250553012851525869e-01,2.980811520133931136e+00,-6.490389191007853165e-02,-8.217087291187442633e-01,1.593897410591573527e+00,-2.350075108999998275e-01
-9.573840382868287202e-01,-1.193056178497506614e-01,-4.129011962008674708e+00,1.088386195821020808e+00,2.920758699592082563e-01,-3.585473637884061038e+00,1.635612450398002057e-02,7.961941447255151960e-01,4.184791821579347371e+00,-1.473581335649587210e-01,-9.689646590915185209e-01,3.529693740284164605e+00,-2.697988446999997070e-01
-3.938434711665505517e-01,-9.625056559063406569e-02,-6.191573189436662794e+00,6.721062301542294337e-01,4.684552069706424127e-01,-5.776095891321843645e+00,-7.065964489721360264e-02,3.339564126460152216e-01,5.952844762621940511e+00,-2.076029718937633106e-01,-7.061613607300326612e-01,6.014824264244583496e+00,-3.062974214999998335e-01
-2.173888160549920512e-01,-1.627100369569943472e-01,-8.365855123462367260e+00,6.422012870187463474e-01,7.335777933179505883e-01,-7.854580098559299728e+00,-4.908154408610392733e-02,6.734221655964530706e-01,7.636569951182229588e+00,-3.757308017848967618e-01,-1.244290282618943699e+00,8.583865204704732577e+00,-2.947039799999997545e-01
-2.942789963679833254e-01,1.944879693739829107e-01,-4.158415627798138559e+00,2.943898310332267454e-01,-1.945339288568350145e-01,-6.174485319753197032e+00,-4.682537681717089395e-01,8.552907437630039023e-02,5.186566092856372379e+00,4.681428584493969036e-01,-8.548308583508915093e-02,5.146334864477315030e+00,-2.296932516999998786e-01
8.570963466750386450e-01,2.884786470059931274e-01,-1.759449253121436074e+00,-7.028974634741391725e-01,-2.246635363854137535e-01,-3.882304146127101507e+00,9.421147803421863198e-01,1.027847817397549157e+00,2.817732880569430165e+00,-1.096313771136886439e+00,-1.091662884490486540e+00,2.824020533583969428e+00,-1.380023792999998111e-01
7.218983079216446663e-01,2.049190439248835260e-01,-8.774764223627112614e+00,5.122385511593951363e-02,7.042932178007384192e-02,-8.082540577111782198e+00,6.113448867058296488e-01,-1.206010279390679285e+00,8.297997779790375006e+00,-1.384467193390563455e+00,9.306619694126362363e-01,8.559307034530570846e+00,-1.734627676000000118e-01
1.867419695200398244e-01,-5.432693600217710639e-01,-9.439263686491369043e+00,-1.867362087688229366e-01,5.433155587860676317e-01,-7.745605360365986236e+00,-1.363221207466835394e-01,-3.882339408689715332e-02,7.833751296467435843e+00,1.363163187488509454e-01,3.877718794100893512e-02,9.351117822717309735e+00,-3.028729612000000682e-01
2.419940248276054306e-01,-6.324973069025526806e-01,-5.593229363467425941e+00,-2.420454494656143485e-01,6.329574341263032311e-01,-4.035836110559174017e+00,-1.223708370831066150e-01,-3.416875906239985605e-02,4.130860916921989201e+00,1.224222055643102158e-01,3.370861687949527896e-02,5.498204656024339165e+00,-3.043655075999998072e-01
