# x0 (bohr), y0, z0, x1, y1, z1, x2, y2, z2, x3, y3, z3, V (hartree)
-8.438182890472701869e-01,5.414343285438190101e-01,-9.299037539424032772e+00,-3.834893135331832181e-01,-1.132199548876048789e+00,-1.061162137733992950e+01,7.372549388327559461e-02,5.038693310868423980e-01,9.825822110839865786e+00,1.153582433280500030e+00,8.689607489031099530e-02,1.008483645127537365e+01,-2.828754911999997734e-01
-8.304552855484405027e-01,1.317518498557457562e-01,-5.748503235975253034e+00,8.303841829791145379e-01,-1.317621095944434551e-01,-6.045317223160775910e+00,6.699428949945505085e-01,2.237012158771681247e-01,7.074489035067520248e+00,-6.698718435275059502e-01,-2.236910036561063631e-01,4.719331423545845006e+00,-2.345695992000000896e-01
-5.961456075255085196e-02,1.788611920713167047e-01,-9.178130411853114845e-01,6.641347239971013838e-01,-4.399403599373927776e-01,-3.050197244239083449e+00,-7.053491900653129087e-02,-2.682179139867186812e-01,2.247253738143659252e+00,-5.339852986608932817e-01,5.292970259029647906e-01,1.720756529474428698e+00,-2.334957143999998319e-01
1.627535775616570701e+00,-1.286344536796400151e+00,-7.789817730505336435e+00,3.955062249489781134e+00,-1.620623638565587887e+00,-8.128765885671226599e+00,-2.908952747819813389e+00,1.372882972333377083e+00,9.015604799924206603e+00,-2.673645323897704262e+00,1.534085134340644085e+00,6.902978774553795382e+00,-2.289788526999998464e-01
4.195643242226753666e-01,3.800619638541139628e-02,-8.893362446835412882e+00,-4.195696039178258840e-01,-3.801506961350053365e-02,-1.015870357005548996e+01,-3.257565062599833139e-01,-3.296743214431890334e-01,1.076086823602832254e+01,3.257617405059801130e-01,3.296831986233740852e-01,8.291197733105413192e+00,-2.528340771999999514e-01
6.333107025623592179e-01,-4.305826736526879861e-02,-4.849085024768156948e+00,-6.331599195792295687e-01,4.301990391398981955e-02,-5.226994445538578837e+00,2.284801909746275173e-01,3.134298761724954585e-01,6.491953189742246444e+00,-2.286310360536354946e-01,-3.133914952797360320e-01,3.584126214260805021e+00,-2.278614109999999027e-01
8.391955786157063724e-01,4.850863106151440118e-02,-2.323307545602361301e+00,-5.702223114082985989e-01,3.513265009036462549e-01,-1.929109842970501143e+00,1.347380939025783375e+00,1.689932995415833528e+00,1.996295268088711827e+00,-1.616354294768938882e+00,-2.089768093619426281e+00,2.256122032242553477e+00,-1.733601503999999682e-01
8.250829684415086351e-01,2.306726067011453385e-01,-4.340799838445282610e+00,-2.172068750555517791e-01,8.539669890854645340e-01,-3.764454070832462307e+00,1.950315663348030304e+00,2.365525491676053083e+00,3.362008717066631291e+00,-2.558191890609987418e+00,-3.450165036836631227e+00,4.743245085858484700e+00,-1.723939521999999780e-01
8.023256239940388390e-01,3.487470407076805889e-01,-6.567594277053035334e+00,6.449758302283127576e-02,1.325502888943929536e+00,-5.757249000474496725e+00,2.336937629341478750e+00,2.755369797043511149e+00,5.134034265238893724e+00,-3.203761025569164644e+00,-4.429619681964561018e+00,7.190808891336156528e+00,-1.723054223999997969e-01
6.807546000909342476e-01,5.918982501469858271e-01,-8.690627097642279253e+00,4.452674755541277118e-01,1.672034412465973618e+00,-7.853054245108364917e+00,2.712872675394807587e+00,3.131638491931926449e+00,6.908894887319692479e+00,-3.838894997909937157e+00,-5.395571118883459860e+00,9.634786311223189514e+00,-1.729416498000000413e-01
8.006808712455121269e-02,1.524726097768141497e-01,-7.494133939915298193e+00,-8.000363607931403054e-02,-1.525221966984196265e-01,-6.713327505012069096e+00,-6.958834431371402340e-01,8.125076011390706121e-01,6.866809942084352691e+00,6.958189187277707966e-01,-8.124580668658193394e-01,7.340651470807350698e+00,-1.739116658999997345e-01
2.528909177832475708e-01,2.758041422101338846e-01,-3.628031709549169648e+00,-2.526994585507358337e-01,-2.752086803347740807e-01,-2.433905889817459478e+00,-4.816895665122099546e-01,6.296430338119063386e-01,3.198142890199529464e+00,4.814980220810649580e-01,-6.302385535778528558e-01,2.863794670087417948e+00,-3.392297705000000274e-01
-1.056100620915348676e-01,-3.304231318997161160e-02,-2.817367390445967956e+00,-8.269174994217199925e-01,-4.260994547005766964e-01,-4.716054671661496833e+00,-1.232781031153637324e-01,8.373895404967104383e-01,3.736762811608126178e+00,1.055805556468648820e+00,-3.782478362071435840e-01,3.796659213069167205e+00,-2.927292433999999499e-01
-1.557538560316888754e+00,-7.353841974469054188e-01,-8.756699227962236876e+00,-8.616327154478480299e-01,-4.450408569705697759e-01,-5.930146535770098204e+00,4.824802625787061872e-01,1.080193698787401013e+00,6.736767755847415273e+00,1.936690872162707411e+00,1.002312780225725758e-01,7.950077982082493833e+00,-1.867098104999997954e-01
5.366911822645398233e-01,-4.425918835411073449e-01,-8.898328729208097698e+00,-5.366949828578826409e-01,4.426379917120253915e-01,-8.864661064323382078e+00,1.159031344473170771e-02,-3.927638533707252799e-01,7.013253466868662578e+00,-1.158640368425203383e-02,3.927177442934224882e-01,1.074973606645887436e+01,-1.936781443999999741e-01
6.185615778987276769e-01,-3.344872136989747724e-01,-6.711311903289861824e+00,-6.185485597060049745e-01,3.345032904708695742e-01,-6.916147879896718642e+00,2.974726389751088627e-03,-1.008582553576586049e-01,6.333627003846510561e+00,-2.987620091437938677e-03,1.008421877610310713e-01,7.293832482941292383e+00,-2.885318424000000714e-01
6.252742805552341521e-01,-1.892971425394769092e-01,-4.539957115939941446e+00,-6.249375660097605811e-01,1.889783301006987548e-01,-4.949884991196779715e+00,9.491943624373127067e-03,-3.753270277474251015e-01,2.943474637618048284e+00,-9.828516101236771385e-03,3.756458547452434793e-01,6.546367122145539064e+00,-1.977073243999998287e-01
6.602915460696612282e-01,-2.881193969244577255e-02,-2.556799489422904248e+00,-6.511697749210283437e-01,5.376110645888897838e-02,-3.147641184091836575e+00,-1.027251953839187527e-02,-4.096397216015355003e-01,1.244249689653057711e+00,1.150921563433630109e-03,3.846905682672908111e-01,4.460190581034052748e+00,-2.102985854000001265e-01
7.427748521828907435e-01,5.559646549183306918e-01,-3.505674459340267113e+00,-5.547901865976754276e-01,2.243737647114726064e-01,-3.646431057531256847e+00,-2.361096725759526394e-01,-1.411426292859022658e+00,4.248564726984735529e+00,4.812520975613907015e-02,6.310878786537961194e-01,2.903540339688488015e+00,-2.687194249999997897e-01
7.987265200979727364e-01,1.257085057220994839e+00,-5.095741672757907459e+00,-3.917231189438918348e-01,5.029898427299787089e-01,-4.720931861536811880e+00,-5.019757017529923038e-02,6.361837052247980573e-01,6.101860705132964746e+00,-3.568055960304697405e-01,-2.396258599065311579e+00,3.714812319088697468e+00,-1.917633303999999317e-01
6.362202367283529281e-01,1.815690172974933958e+00,-6.623826677868523305e+00,-9.771589722335365796e-03,9.240975389139717278e-01,-5.869468394840138714e+00,-1.805750823963125085e-01,-6.643945415906700180e-01,4.414695490221870244e+00,-4.458732947838712213e-01,-2.075393161302656164e+00,8.078599002114371430e+00,-1.896807624999998776e-01
4.519586307457776897e-01,2.348118999997246270e+00,-8.129698625766286213e+00,3.937584188296506249e-01,1.371128800470856168e+00,-7.039121040032416232e+00,-5.888660047643038409e-01,-3.250757712276569400e+00,7.501022933715780994e+00,-2.568507324648723333e-01,-4.684900770239389667e-01,7.667796081405713338e+00,-2.418304977999998773e-01
2.577966193413185891e-01,2.690357275702192741e+00,-9.422776451279728960e+00,8.071786510506616663e-01,2.008333646094152325e+00,-8.421345906182784447e+00,-4.722174166641392445e-01,-1.709706861960835322e+00,9.586491675522154310e+00,-5.927574941687346888e-01,-2.988984033676096441e+00,8.257629968421612787e+00,-3.219379506999999752e-01
3.108154596738650910e-01,-1.172559628824139666e-01,-9.189088611056133615e+00,-3.107846144343581751e-01,1.172541621012556795e-01,-6.690965888532146799e+00,-1.345131945129714734e-01,-1.136339790629706248e-01,8.917392115666507024e+00,1.344822422511418314e-01,1.136357447842466645e-01,6.962662364174875052e+00,-2.245121970999999217e-01
1.407295093690183740e-01,-4.838772055252601317e-02,-4.458686591362356566e+00,-1.412491532639648106e-01,4.832398419706479542e-02,-3.602963194869966301e+00,-1.195487917267443745e+00,-1.681701511043426633e-01,4.821131513022282711e+00,1.196007407536931133e+00,1.682338479470114612e-01,3.240518251002593608e+00,-1.477500693000000087e-01
7.990257262171410746e-01,-1.905337687670031199e-01,-3.492380711472623744e+00,-1.270064596600912976e+00,1.882172781001672790e-01,-1.764007258268209366e+00,-6.373366555363343400e-01,5.231064303283860378e-02,1.302404040541371932e+00,1.108375318092174711e+00,-4.999419441553618754e-02,3.953983908968035088e+00,-1.205883545999999473e-01
-4.493709338155166266e-01,-1.277514742786117069e-02,-5.878014997037437794e+00,-1.335847615120222320e+00,-9.505308221556474368e-02,-5.725566570218454387e+00,2.470416498785954484e+00,1.568061695325659866e-01,6.412148214489418407e+00,-6.851982236334812626e-01,-4.897797919506817477e-02,5.191433331391833050e+00,-1.182618618999999871e-01
-3.711970658568859993e-01,2.894762576293009038e-01,-8.522956067000741598e+00,-2.735333328974323130e+00,-5.038055082743563284e-01,-9.521857832462657711e+00,1.456407774087286888e-01,-8.190754798512756008e-02,9.387060976412412217e+00,2.960889269338746299e+00,2.962367654973654951e-01,8.657752902917438931e+00,-1.392826542999998640e-01
3.898641926493729981e-01,1.837187550326766505e-01,-9.671705940790051415e+00,-3.898619223281226676e-01,-1.837326699428456778e-01,-7.694909440731688477e+00,1.662643159312164609e-01,6.601499762355459433e-01,7.197217382767694183e+00,-1.662665383182600487e-01,-6.601360953263946119e-01,1.016939807176424715e+01,-1.648228167999998828e-01
3.275002341463922328e-01,6.291999012794828594e-02,-5.251461009516050993e+00,-3.279029108637692147e-01,-6.315229243059722330e-02,-4.595698454879591388e+00,-3.971507880208727248e-01,-5.923464574389039061e-01,3.373892562277561513e+00,3.975535421825467375e-01,5.925787274117788606e-01,6.473267010718883441e+00,-1.326241231000000464e-01
1.227472179943902120e+00,7.420086920253318730e-02,-2.124070731660661071e+00,-1.271150809138118287e+00,5.394014701414841240e-02,-1.939821121939862447e+00,-6.019653313904895775e-01,-1.524916326524347499e+00,2.023785040508162325e+00,6.456440612625611308e-01,1.396775284325237898e+00,2.040106967202110155e+00,-1.295143625999999326e-01
4.352367355850780134e-02,-1.744648538949016559e-01,-4.013995776978920738e+00,-4.482791951805757402e-01,7.900606636227485158e-01,-6.597445228499316805e+00,4.429898213041265076e-01,-6.284788546353651251e-01,6.379613049272244929e+00,-3.823417162257961022e-02,1.288302730293122700e-02,4.231828159368511422e+00,-1.808472121999999960e-01
-1.347439383191603390e+00,3.836478805689056415e-01,-8.613714997931360529e+00,5.712667024949836803e-01,6.788492539384805013e-01,-9.214068538047328616e+00,6.293614905583473362e-01,-2.272721998176883973e-01,9.084591642837635206e+00,1.468113524220574229e-01,-8.352249349779455878e-01,8.743192138187064089e+00,-1.847180666000001192e-01
-1.535214275852408328e+00,6.643925079749757323e-02,-9.012216209584167359e+00,1.535243545787062347e+00,-6.643776325258886339e-02,-1.009684371152131099e+01,-4.148766902220863972e-01,-1.034455051878044429e+00,8.589949611141605601e+00,4.148473485645287062e-01,1.034453458554721816e+00,1.051911027147448152e+01,-1.022114926999997397e-01
-8.149897085579361766e-01,3.966313204409627896e-02,-6.532489029914992251e+00,8.149416963423307125e-01,-3.967435967066369751e-02,-7.452838844857034850e+00,2.321326742743897165e-01,-2.559519020358808628e-01,5.560358990770177812e+00,-2.320847265362042389e-01,2.559629979014547696e-01,8.424968833155331183e+00,-2.080428950999999582e-01
-1.085674879989652064e+00,6.122799193522421995e-02,-3.481512610550665521e+00,1.085078618536151174e+00,-6.117629117311584180e-02,-5.376917768034883416e+00,7.486744920969450323e-01,6.674662097496691926e-01,3.350610340333420201e+00,-7.480782876304085116e-01,-6.675180782716818584e-01,5.507819977329387662e+00,-1.243933466000000099e-01
-1.058967619467092280e+00,3.460100916440399937e-02,-1.438847445622923216e+00,9.551625539907230289e-01,-4.589476544094630434e-02,-3.147251058610669450e+00,9.064244093261414337e-01,1.193755005166144079e+00,2.272093713391496461e+00,-8.026194001671884681e-01,-1.182461454368598952e+00,2.314004727954177554e+00,-1.377541066999998787e-01
-6.889258368868167448e-01,6.173161046544031055e-02,-4.917503818844343400e+00,-3.818852646428901321e-01,-1.000694294775335107e-02,-3.197471202147811997e+00,8.896958802243583042e-01,1.079684936777502324e+00,4.917325362002094913e+00,1.811151572470339755e-01,-1.131409844787763630e+00,3.197649588241460616e+00,-2.217057240999997791e-01
6.033893218937935732e-01,-4.105861945834689969e-02,-6.217501802566585134e+00,-2.690724866553585226e+00,1.930312572264421267e-01,-6.335878748586439180e+00,7.772561164464761863e-01,6.012726750464510994e-01,7.502551578293694234e+00,1.310079356593754296e+00,-7.532455836827047779e-01,5.050828899987649834e+00,-1.064151246000000217e-01
-1.817266948204193211e+00,1.098118998557545273e-01,-7.356195029582224265e+00,-1.285624064495869190e+00,1.424778703674316749e-01,-9.631242227474707818e+00,7.732380413621137150e-01,-9.759182025019828843e-02,9.658933069359386892e+00,2.329652890115757824e+00,-1.546982653212457259e-01,7.328504112392520753e+00,-1.768336451000001031e-01
4.189282549547415635e-01,-6.548300409634583152e-02,-3.540671717745043079e+00,-4.188579196172047547e-01,6.548366235438314586e-02,-6.719380384132263906e+00,-3.427913884099880182e-01,-2.633610354810841589e-02,5.786400632320469306e+00,3.427210647164752877e-01,2.633535368964491988e-02,4.473651431748018936e+00,-2.126906154999999021e-01
-1.742697832824225745e+00,-8.578801732852333606e-01,-2.594088881949393688e+00,1.109680154073603431e+00,5.299568712275465332e-01,-2.872219558592470356e+00,-4.195015026451465179e-01,1.263445170615818125e-01,2.882676358321252241e+00,1.052519193774718920e+00,2.015786445334121213e-01,2.583632044689445184e+00,-2.168253299000000300e-01
1.817081495111368683e-01,2.391465815734571468e-02,-6.190518855925106756e+00,-2.805418856323776300e+00,-1.377921466164940600e+00,-7.474638307429382067e+00,1.032161658519800573e+00,6.369987758095415620e-01,6.271120615715611635e+00,1.591549076659854567e+00,7.170078363243762576e-01,7.394036509084330966e+00,-1.980912194999999709e-01
-7.112314018187656517e-01,1.191507300081645404e+00,-9.802671933430433526e+00,7.112451950523880351e-01,-1.191527675375635420e+00,-8.438615347721370341e+00,-4.564362233474631436e-01,1.407045934634596762e-01,7.218677376290418835e+00,4.564224311373221155e-01,-1.406841928320414215e-01,1.102260975053921044e+01,-6.916066579999990971e-02
-4.595869694344349998e-01,1.436208180005430490e+00,-6.256513718223148501e+00,4.596520628150601584e-01,-1.436339906660341725e+00,-4.639959206471607089e+00,-2.319793150839918328e-01,3.911388071705906855e-01,4.361107907131038353e+00,2.319142226887616343e-01,-3.910070391521338617e-01,6.535364825446251302e+00,-1.400016292999997081e-01
-4.728188472041180423e-01,1.027102582389763374e-01,-4.671251285605480419e+00,4.727464387582235306e-01,-1.026443590446388804e-01,-4.613536009583561359e+00,5.783628635067498136e-01,-1.436314295898058147e+00,4.981054961739472375e+00,-5.782904633134868799e-01,1.436248404959047376e+00,4.303732359486451386e+00,-1.581221672999999495e-01
-4.345598733391302648e-01,-3.756824190936353669e-01,-2.901046424083857822e+00,5.232543713657282769e-01,-3.867778817011464643e-01,-2.890432744512674290e+00,6.092392831855665269e-01,-2.178167474063525955e+00,3.062428019139980417e+00,-6.979337861060695980e-01,2.940627787098414991e+00,2.729051202575585755e+00,-1.091051464999999165e-01
-2.540305859738717364e-01,-1.664221176589560480e+00,-7.152962123286242146e+00,5.928525707396909983e-01,-1.135087655462715173e+00,-6.834866112359588186e+00,-2.492702857638139646e-01,1.838044895619704022e-01,5.002519777792524991e+00,-8.955171175657407334e-02,2.615504358426682163e+00,8.985308531391449804e+00,-1.421769540999997528e-01
3.119343471285131453e-01,-2.495456215105881781e-01,-7.938847774506422539e+00,-3.119721674225510166e-01,2.495670425394553305e-01,-7.092082768287180983e+00,-4.877779365242737031e-01,-9.484122534129404980e-02,6.799260299406890695e+00,4.878158578281109881e-01,9.481975905115318237e-02,8.231670344633448266e+00,-3.168935818999998322e-01
-2.178844796978514908e-01,-2.569538865895177882e-01,-4.198110258330091327e+00,2.181620533232240255e-01,2.573619207865908143e-01,-2.844339274342746915e+00,-7.619635125122585784e-01,-1.518006175350853360e-01,2.404065120590392901e+00,7.616860547306589790e-01,1.513925205971531907e-01,4.638384531843077419e+00,-2.468571470999998407e-01
-4.705165543413082907e-01,1.081973125721623907e-01,-3.140951613596331793e+00,1.572599652664536496e+00,1.463953683750453538e-01,-3.231919668618243868e+00,-1.549705509376674062e+00,-3.597046050908789816e-01,4.510678581387394637e+00,4.476225316168767066e-01,1.051118416804422834e-01,1.862192832934037146e+00,-1.706669302999996862e-01
1.616206835593354763e+00,5.543757345699881212e-01,-5.613198681132582024e+00,1.385445352969383315e+00,1.352953089629564121e-01,-7.245921260318890944e+00,1.113975519842808209e-01,5.141206025075357317e-03,6.530266418052665500e+00,-3.113049622536655736e+00,-6.948123612754626421e-01,6.328853668706539537e+00,-2.010912501999999602e-01
2.971851326072379784e+00,5.564686936609012369e-01,-9.760812982098345358e+00,1.929314553154473533e+00,5.684515616630070323e-01,-9.591154194588959570e+00,-3.258655814646042703e+00,-7.211774186619083205e-01,8.284234404734277746e+00,-1.642509950653184836e+00,-4.037429759025710219e-01,1.106773292983560175e+01,-1.816879012999998988e-01
-4.804256410354421636e-01,-8.964850235710532245e-02,-9.004208012457848298e+00,4.804215813946703384e-01,8.964266982580083865e-02,-1.031824813016958053e+01,1.382314881588116440e-01,-3.911005717594834286e-01,1.038043054826320066e+01,-1.382274528186066276e-01,3.911063454339646639e-01,8.942025304661035179e+00,-3.289781214999998316e-01
-3.453446528427333018e-01,-8.488049181273918387e-02,-6.996714822097996667e+00,3.453077357985762097e-01,8.482251114316577412e-02,-8.363715099319788848e+00,4.655134205866819364e-01,-3.773246913131046432e-01,8.117822332084067227e+00,-4.654765222579209105e-01,3.773826110354909225e-01,7.242607238253270019e+00,-3.419361530000000204e-01
-1.726506155808905651e-01,-6.419754638541168290e-02,-5.138823872380505087e+00,1.727674804311173096e-01,6.395550270005131988e-02,-6.259257476406853371e+00,5.479664681751436062e-01,-2.376223211715686456e-01,5.776127900401412774e+00,-5.480833430200460210e-01,2.378643156571531303e-01,5.621953041497109282e+00,-3.243584345999999119e-01
-9.872420895051318979e-02,-8.140305455634187781e-02,-2.927717191606934222e+00,9.979826163415438101e-02,8.108776722917378221e-02,-4.500688308398640203e+00,7.473481518659439438e-01,-1.332838887709109632e-01,3.410900245806391062e+00,-7.484221993455808519e-01,1.335991357823519965e-01,4.017504798556954526e+00,-3.330091654999998152e-01
-7.173290130761551808e-02,-7.963641395753863483e-02,-1.584065236549207167e+00,-7.055486221055604946e-03,7.336769251496472188e-02,-3.106934199993040213e+00,6.652074065964829197e-01,1.007724699443902916e-01,1.942648502104131980e+00,-5.864189916754700693e-01,-9.450379660741987931e-02,2.748350419155176194e+00,-3.394301589999997315e-01
-4.940354939750071783e-01,-1.724657258954795658e-01,-3.520196123244339059e+00,-9.650754849651604905e-02,9.089078701142548622e-02,-4.608841276965783607e+00,7.376372069884281624e-01,2.583646320728649193e-01,4.402360619229304994e+00,-1.470941153499416010e-01,-1.767897575818411782e-01,3.726676211451823484e+00,-3.244582217999998353e-01
-1.020504433909686925e+00,-3.237260058301532073e-01,-5.332883665491997327e+00,-9.621540674367000390e-02,1.668721272781643894e-01,-6.564494410204178898e+00,3.050028078321990188e-01,1.765717915557221962e-01,6.712022843453007148e+00,8.117170975841866420e-01,-1.971799568200983260e-02,5.185354613394632217e+00,-3.325862112999999898e-01
